query_peak_id	query_chrom	query_start	query_end	target_peak_id	target_chrom	target_start	target_end	overlap_bp	query_overlap_fraction	target_overlap_fraction	reciprocal_overlap_score	reciprocal_best_hit	source_species	target_species
human_ocr_0063105	chr2	130291620	130291696	mouse_ocr_0015416	chr2	130291501	130291822	76	1.0	0.2367601246105919	0.2367601246105919	True	human	mouse
human_ocr_0044189	chr2	131142656	131142762	mouse_ocr_0045156	chr2	131142695	131142967	67	0.6320754716981132	0.24632352941176472	0.24632352941176472	True	human	mouse
human_ocr_0044189	chr2	131142829	131143093	mouse_ocr_0045156	chr2	131142695	131142967	138	0.5227272727272727	0.5073529411764706	0.5073529411764706	True	human	mouse
human_ocr_0086188	chr2	131178891	131179869	mouse_ocr_0019021	chr2	131178827	131180546	978	1.0	0.568935427574171	0.568935427574171	True	human	mouse
human_ocr_0032381	chr2	131344574	131344692	mouse_ocr_0043665	chr2	131344418	131344847	118	1.0	0.27505827505827507	0.27505827505827507	True	human	mouse
human_ocr_0032381	chr2	131344692	131344801	mouse_ocr_0043665	chr2	131344418	131344847	109	1.0	0.2540792540792541	0.2540792540792541	True	human	mouse
human_ocr_0000140	chr2	132252808	132253096	mouse_ocr_0004440	chr2	132252557	132253559	288	1.0	0.2874251497005988	0.2874251497005988	True	human	mouse
human_ocr_0073370	chr2	132582341	132582489	mouse_ocr_0040446	chr2	132582293	132582595	148	1.0	0.4900662251655629	0.4900662251655629	True	human	mouse
human_ocr_0006598	chr2	132846803	132847046	mouse_ocr_0012629	chr2	132846302	132847309	243	1.0	0.2413108242303873	0.2413108242303873	True	human	mouse
human_ocr_0051909	chr2	132879500	132879844	mouse_ocr_0033807	chr2	132878990	132880048	344	1.0	0.32514177693761814	0.32514177693761814	True	human	mouse
human_ocr_0041064	chr2	136914565	136914668	mouse_ocr_0034689	chr2	136914421	136914824	103	1.0	0.2555831265508685	0.2555831265508685	True	human	mouse
human_ocr_0014906	chr2	137098210	137098552	mouse_ocr_0010080	chr2	137098209	137099048	342	1.0	0.40762812872467225	0.40762812872467225	True	human	mouse
human_ocr_0018089	chr2	137114273	137114443	mouse_ocr_0026484	chr2	137114174	137114449	170	1.0	0.6181818181818182	0.6181818181818182	True	human	mouse
human_ocr_0005181	chr2	140170685	140170952	mouse_ocr_0011796	chr2	140170217	140171211	267	1.0	0.2686116700201207	0.2686116700201207	True	human	mouse
human_ocr_0013564	chr2	143862567	143862841	mouse_ocr_0024928	chr2	143862483	143863115	274	1.0	0.43354430379746833	0.43354430379746833	True	human	mouse
human_ocr_0002549	chr2	144011051	144011496	mouse_ocr_0006596	chr2	144010964	144011711	445	1.0	0.5957161981258366	0.5957161981258366	True	human	mouse
human_ocr_0006178	chr2	145860086	145860551	mouse_ocr_0033663	chr2	145859988	145860895	465	1.0	0.5126791620727673	0.5126791620727673	True	human	mouse
human_ocr_0006178	chr2	145860674	145861150	mouse_ocr_0033663	chr2	145859988	145860895	221	0.4642857142857143	0.24366041896361632	0.24366041896361632	True	human	mouse
human_ocr_0022955	chr2	146259086	146259191	mouse_ocr_0007829	chr2	146259073	146259468	105	1.0	0.26582278481012656	0.26582278481012656	True	human	mouse
human_ocr_0022955	chr2	146259236	146259423	mouse_ocr_0007829	chr2	146259073	146259468	187	1.0	0.47341772151898737	0.47341772151898737	True	human	mouse
human_ocr_0002917	chr2	146511776	146512017	mouse_ocr_0000543	chr2	146511295	146512496	241	1.0	0.2006661115736886	0.2006661115736886	True	human	mouse
human_ocr_0087920	chr2	148024321	148024512	mouse_ocr_0016878	chr2	148024317	148024921	191	1.0	0.3162251655629139	0.3162251655629139	True	human	mouse
human_ocr_0007833	chr2	152669518	152669780	mouse_ocr_0030460	chr2	152669238	152670421	262	1.0	0.22147083685545224	0.22147083685545224	True	human	mouse
human_ocr_0065732	chr2	152816242	152816494	mouse_ocr_0027481	chr2	152816096	152817138	252	1.0	0.2418426103646833	0.2418426103646833	True	human	mouse
human_ocr_0045355	chr2	152911132	152911332	mouse_ocr_0042741	chr2	152911116	152911720	200	1.0	0.33112582781456956	0.33112582781456956	True	human	mouse
human_ocr_0006984	chr2	153241050	153241533	mouse_ocr_0001287	chr2	153240799	153241970	483	1.0	0.41246797608881297	0.41246797608881297	True	human	mouse
human_ocr_0013375	chr2	154549811	154549960	mouse_ocr_0046586	chr2	154549625	154549911	100	0.6711409395973155	0.34965034965034963	0.34965034965034963	True	human	mouse
human_ocr_0008315	chr2	154552025	154553156	mouse_ocr_0020298	chr2	154552172	154553068	896	0.7922192749778957	1.0	0.7922192749778957	True	human	mouse
human_ocr_0003376	chr2	154657130	154657384	mouse_ocr_0000234	chr2	154656721	154657865	254	1.0	0.22202797202797203	0.22202797202797203	True	human	mouse
human_ocr_0012129	chr2	155514737	155514809	mouse_ocr_0040069	chr2	155514736	155515000	72	1.0	0.2727272727272727	0.2727272727272727	True	human	mouse
human_ocr_0012129	chr2	155514851	155514906	mouse_ocr_0040069	chr2	155514736	155515000	55	1.0	0.20833333333333334	0.20833333333333334	True	human	mouse
human_ocr_0012129	chr2	155514906	155514993	mouse_ocr_0040069	chr2	155514736	155515000	87	1.0	0.32954545454545453	0.32954545454545453	True	human	mouse
human_ocr_0003523	chr2	155518034	155518304	mouse_ocr_0000577	chr2	155517549	155518454	270	1.0	0.2983425414364641	0.2983425414364641	True	human	mouse
human_ocr_0023606	chr2	155848326	155848540	mouse_ocr_0034625	chr2	155848338	155848704	202	0.9439252336448598	0.5519125683060109	0.5519125683060109	True	human	mouse
human_ocr_0080301	chr2	156722284	156722409	mouse_ocr_0045104	chr2	156722254	156722484	125	1.0	0.5434782608695652	0.5434782608695652	True	human	mouse
human_ocr_0080301	chr2	156722430	156722493	mouse_ocr_0045104	chr2	156722254	156722484	54	0.8571428571428571	0.23478260869565218	0.23478260869565218	True	human	mouse
human_ocr_0072506	chr2	157766599	157766676	mouse_ocr_0029999	chr2	157766606	157766943	70	0.9090909090909091	0.20771513353115728	0.20771513353115728	True	human	mouse
human_ocr_0072506	chr2	157766695	157766827	mouse_ocr_0029999	chr2	157766606	157766943	132	1.0	0.3916913946587537	0.3916913946587537	True	human	mouse
human_ocr_0072506	chr2	157766827	157766897	mouse_ocr_0029999	chr2	157766606	157766943	70	1.0	0.20771513353115728	0.20771513353115728	True	human	mouse
human_ocr_0031208	chr2	158047909	158048046	mouse_ocr_0023632	chr2	158047784	158048214	137	1.0	0.3186046511627907	0.3186046511627907	True	human	mouse
human_ocr_0003806	chr2	158625133	158625523	mouse_ocr_0004303	chr2	158624615	158625677	390	1.0	0.3672316384180791	0.3672316384180791	True	human	mouse
human_ocr_0003192	chr2	161108924	161109279	mouse_ocr_0002348	chr2	161108347	161109560	355	1.0	0.29266281945589445	0.29266281945589445	True	human	mouse
human_ocr_0025304	chr2	164401816	164401894	mouse_ocr_0006205	chr2	164401609	164401994	78	1.0	0.2025974025974026	0.2025974025974026	True	human	mouse
human_ocr_0028338	chr2	164438341	164438461	mouse_ocr_0027698	chr2	164438259	164438624	120	1.0	0.3287671232876712	0.3287671232876712	True	human	mouse
human_ocr_0012807	chr2	164497828	164498089	mouse_ocr_0014776	chr2	164497175	164498176	261	1.0	0.26073926073926074	0.26073926073926074	True	human	mouse
human_ocr_0009144	chr2	164832688	164833511	mouse_ocr_0013567	chr2	164832676	164834264	823	1.0	0.5182619647355163	0.5182619647355163	True	human	mouse
human_ocr_0004580	chr2	164879259	164879725	mouse_ocr_0018634	chr2	164879209	164880552	466	1.0	0.3469843633655994	0.3469843633655994	True	human	mouse
human_ocr_0002054	chr2	164911240	164911637	mouse_ocr_0020621	chr2	164910584	164912523	397	1.0	0.20474471376998452	0.20474471376998452	True	human	mouse
human_ocr_0025453	chr2	164953246	164953425	mouse_ocr_0023084	chr2	164953184	164953723	179	1.0	0.3320964749536178	0.3320964749536178	True	human	mouse
human_ocr_0025453	chr2	164953504	164953630	mouse_ocr_0023084	chr2	164953184	164953723	126	1.0	0.23376623376623376	0.23376623376623376	True	human	mouse
human_ocr_0045211	chr2	165112156	165112494	mouse_ocr_0017078	chr2	165112027	165112660	338	1.0	0.5339652448657188	0.5339652448657188	True	human	mouse
human_ocr_0012664	chr2	165885580	165885727	mouse_ocr_0016383	chr2	165885499	165885942	147	1.0	0.33182844243792325	0.33182844243792325	True	human	mouse
human_ocr_0012664	chr2	165885853	165885943	mouse_ocr_0016383	chr2	165885499	165885942	89	0.9888888888888889	0.20090293453724606	0.20090293453724606	True	human	mouse
human_ocr_0058692	chr2	167823707	167823840	mouse_ocr_0033664	chr2	167823557	167823892	133	1.0	0.3970149253731343	0.3970149253731343	True	human	mouse
human_ocr_0017019	chr2	168205386	168205645	mouse_ocr_0013499	chr2	168205299	168205760	259	1.0	0.561822125813449	0.561822125813449	True	human	mouse
human_ocr_0039025	chr2	172329332	172329431	mouse_ocr_0037544	chr2	172329264	172329532	99	1.0	0.3694029850746269	0.3694029850746269	True	human	mouse
human_ocr_0035363	chr2	174077083	174077197	mouse_ocr_0036393	chr2	174077084	174077534	113	0.9912280701754386	0.2511111111111111	0.2511111111111111	True	human	mouse
human_ocr_0030755	chr2	174327464	174327649	mouse_ocr_0038774	chr2	174327128	174327974	185	1.0	0.2186761229314421	0.2186761229314421	True	human	mouse
human_ocr_0066596	chr2	180996684	180996857	mouse_ocr_0032629	chr2	180996380	180997092	173	1.0	0.24297752808988765	0.24297752808988765	True	human	mouse
human_ocr_0013326	chr2	181463072	181463217	mouse_ocr_0031975	chr2	181463040	181463501	145	1.0	0.31453362255965295	0.31453362255965295	True	human	mouse
human_ocr_0012828	chr3	8664576	8664926	mouse_ocr_0027411	chr3	8664541	8664873	297	0.8485714285714285	0.8945783132530121	0.8485714285714285	True	human	mouse
human_ocr_0083636	chr3	10009509	10009588	mouse_ocr_0020310	chr3	10009356	10009732	79	1.0	0.21010638297872342	0.21010638297872342	True	human	mouse
human_ocr_0021243	chr3	17616550	17617094	mouse_ocr_0014133	chr3	17616590	17617198	504	0.9264705882352942	0.8289473684210527	0.8289473684210527	True	human	mouse
human_ocr_0006468	chr3	19693869	19694318	mouse_ocr_0034223	chr3	19693897	19694374	421	0.9376391982182628	0.8825995807127882	0.8825995807127882	True	human	mouse
human_ocr_0084128	chr3	20248554	20248689	mouse_ocr_0031930	chr3	20248406	20248828	135	1.0	0.31990521327014215	0.31990521327014215	True	human	mouse
human_ocr_0032006	chr3	24783424	24783718	mouse_ocr_0012677	chr3	24782789	24783775	294	1.0	0.29817444219066935	0.29817444219066935	True	human	mouse
human_ocr_0035856	chr3	27573601	27573773	mouse_ocr_0035105	chr3	27573560	27573801	172	1.0	0.7136929460580913	0.7136929460580913	True	human	mouse
human_ocr_0046867	chr3	28562885	28562988	mouse_ocr_0034222	chr3	28562636	28563041	103	1.0	0.254320987654321	0.254320987654321	True	human	mouse
human_ocr_0041810	chr3	30130610	30130692	mouse_ocr_0019925	chr3	30130561	30130830	82	1.0	0.3048327137546468	0.3048327137546468	True	human	mouse
human_ocr_0041810	chr3	30130692	30130755	mouse_ocr_0019925	chr3	30130561	30130830	63	1.0	0.2342007434944238	0.2342007434944238	True	human	mouse
human_ocr_0059846	chr3	31877076	31877230	mouse_ocr_0017226	chr3	31877032	31877570	154	1.0	0.2862453531598513	0.2862453531598513	True	human	mouse
human_ocr_0047182	chr3	37769346	37769660	mouse_ocr_0044750	chr3	37769282	37769920	314	1.0	0.49216300940438873	0.49216300940438873	True	human	mouse
human_ocr_0037366	chr3	38884375	38884421	mouse_ocr_0039039	chr3	38884376	38884590	45	0.9782608695652174	0.2102803738317757	0.2102803738317757	True	human	mouse
human_ocr_0037366	chr3	38884450	38884539	mouse_ocr_0039039	chr3	38884376	38884590	89	1.0	0.4158878504672897	0.4158878504672897	True	human	mouse
human_ocr_0037366	chr3	38884539	38884604	mouse_ocr_0039039	chr3	38884376	38884590	51	0.7846153846153846	0.2383177570093458	0.2383177570093458	True	human	mouse
human_ocr_0021110	chr3	39460502	39460800	mouse_ocr_0025915	chr3	39460210	39460879	298	1.0	0.445440956651719	0.445440956651719	True	human	mouse
human_ocr_0086397	chr3	41423479	41423599	mouse_ocr_0035931	chr3	41423088	41423582	103	0.8583333333333333	0.20850202429149797	0.20850202429149797	True	human	mouse
human_ocr_0018913	chr3	41563623	41563801	mouse_ocr_0011343	chr3	41563218	41563778	155	0.8707865168539326	0.2767857142857143	0.2767857142857143	True	human	mouse
human_ocr_0009617	chr3	45378202	45378470	mouse_ocr_0014636	chr3	45378065	45378489	268	1.0	0.6320754716981132	0.6320754716981132	True	human	mouse
human_ocr_0074635	chr3	45555887	45556039	mouse_ocr_0031583	chr3	45555804	45556060	152	1.0	0.59375	0.59375	True	human	mouse
human_ocr_0045050	chr3	50381806	50381966	mouse_ocr_0037539	chr3	50381598	50381994	160	1.0	0.40404040404040403	0.40404040404040403	True	human	mouse
human_ocr_0057499	chr3	50816696	50816830	mouse_ocr_0030758	chr3	50816199	50816857	134	1.0	0.20364741641337386	0.20364741641337386	True	human	mouse
human_ocr_0033723	chr3	50906025	50906132	mouse_ocr_0018595	chr3	50905938	50906291	107	1.0	0.3031161473087819	0.3031161473087819	True	human	mouse
human_ocr_0030171	chr3	51810778	51811032	mouse_ocr_0021255	chr3	51810586	51811173	254	1.0	0.43270868824531517	0.43270868824531517	True	human	mouse
human_ocr_0013078	chr3	51888912	51889127	mouse_ocr_0007304	chr3	51888835	51889376	215	1.0	0.3974121996303142	0.3974121996303142	True	human	mouse
human_ocr_0013078	chr3	51889128	51889256	mouse_ocr_0007304	chr3	51888835	51889376	128	1.0	0.2365988909426987	0.2365988909426987	True	human	mouse
human_ocr_0063817	chr3	51889910	51889997	mouse_ocr_0027513	chr3	51889813	51890148	87	1.0	0.25970149253731345	0.25970149253731345	True	human	mouse
human_ocr_0052760	chr3	52103936	52104042	mouse_ocr_0040741	chr3	52103606	52104106	106	1.0	0.212	0.212	True	human	mouse
human_ocr_0009277	chr3	53656431	53656970	mouse_ocr_0013274	chr3	53656520	53657646	450	0.8348794063079777	0.3996447602131439	0.3996447602131439	True	human	mouse
human_ocr_0086989	chr3	53674347	53674434	mouse_ocr_0041791	chr3	53674340	53674557	87	1.0	0.4009216589861751	0.4009216589861751	True	human	mouse
human_ocr_0086989	chr3	53674490	53674544	mouse_ocr_0041791	chr3	53674340	53674557	54	1.0	0.2488479262672811	0.2488479262672811	True	human	mouse
human_ocr_0069974	chr3	59131102	59131314	mouse_ocr_0014372	chr3	59130901	59131515	212	1.0	0.34527687296416937	0.34527687296416937	True	human	mouse
human_ocr_0019441	chr3	60527873	60528483	mouse_ocr_0021219	chr3	60527631	60528529	610	1.0	0.6792873051224945	0.6792873051224945	True	human	mouse
human_ocr_0051851	chr3	63851338	63851497	mouse_ocr_0032422	chr3	63851155	63851589	159	1.0	0.3663594470046083	0.3663594470046083	True	human	mouse
human_ocr_0077780	chr3	66981199	66981363	mouse_ocr_0037614	chr3	66981046	66981497	164	1.0	0.36363636363636365	0.36363636363636365	True	human	mouse
human_ocr_0049470	chr3	69222531	69222796	mouse_ocr_0027397	chr3	69222106	69223044	265	1.0	0.28251599147121537	0.28251599147121537	True	human	mouse
human_ocr_0049470	chr3	69222799	69223069	mouse_ocr_0027397	chr3	69222106	69223044	245	0.9074074074074074	0.26119402985074625	0.26119402985074625	True	human	mouse
human_ocr_0019485	chr3	73066463	73066588	mouse_ocr_0037996	chr3	73066165	73066619	125	1.0	0.2753303964757709	0.2753303964757709	True	human	mouse
human_ocr_0053135	chr3	75136404	75136522	mouse_ocr_0043288	chr3	75136340	75136580	118	1.0	0.49166666666666664	0.49166666666666664	True	human	mouse
human_ocr_0057580	chr3	79555229	79555323	mouse_ocr_0004211	chr3	79555053	79555458	94	1.0	0.23209876543209876	0.23209876543209876	True	human	mouse
human_ocr_0035938	chr3	79814060	79814170	mouse_ocr_0032420	chr3	79813897	79814174	110	1.0	0.3971119133574007	0.3971119133574007	True	human	mouse
human_ocr_0073608	chr3	84815600	84815684	mouse_ocr_0030289	chr3	84815535	84815846	84	1.0	0.27009646302250806	0.27009646302250806	True	human	mouse
human_ocr_0027723	chr3	84952092	84952349	mouse_ocr_0025033	chr3	84952053	84952481	257	1.0	0.6004672897196262	0.6004672897196262	True	human	mouse
human_ocr_0027723	chr3	84952379	84952679	mouse_ocr_0025033	chr3	84952053	84952481	102	0.34	0.2383177570093458	0.2383177570093458	True	human	mouse
human_ocr_0001922	chr3	85574064	85574324	mouse_ocr_0001692	chr3	85573663	85574500	260	1.0	0.3106332138590203	0.3106332138590203	True	human	mouse
human_ocr_0063600	chr3	86761703	86761816	mouse_ocr_0039823	chr3	86761739	86761963	77	0.6814159292035398	0.34375	0.34375	True	human	mouse
human_ocr_0063600	chr3	86761816	86761909	mouse_ocr_0039823	chr3	86761739	86761963	93	1.0	0.41517857142857145	0.41517857142857145	True	human	mouse
human_ocr_0063600	chr3	86761909	86761975	mouse_ocr_0039823	chr3	86761739	86761963	54	0.8181818181818182	0.24107142857142858	0.24107142857142858	True	human	mouse
human_ocr_0005045	chr3	87930334	87930596	mouse_ocr_0017943	chr3	87929774	87930892	262	1.0	0.23434704830053668	0.23434704830053668	True	human	mouse
human_ocr_0002881	chr3	88296863	88297172	mouse_ocr_0006550	chr3	88296306	88297413	309	1.0	0.2791327913279133	0.2791327913279133	True	human	mouse
human_ocr_0004156	chr3	88336217	88336505	mouse_ocr_0009925	chr3	88335680	88336800	288	1.0	0.2571428571428571	0.2571428571428571	True	human	mouse
human_ocr_0004976	chr3	88502731	88503205	mouse_ocr_0001049	chr3	88502344	88503539	474	1.0	0.396652719665272	0.396652719665272	True	human	mouse
human_ocr_0040419	chr3	88615286	88615444	mouse_ocr_0003247	chr3	88615119	88615765	158	1.0	0.24458204334365324	0.24458204334365324	True	human	mouse
human_ocr_0087403	chr3	89243600	89243821	mouse_ocr_0018830	chr3	89243511	89243914	221	1.0	0.5483870967741935	0.5483870967741935	True	human	mouse
human_ocr_0014095	chr3	89266710	89266978	mouse_ocr_0007319	chr3	89266396	89266946	236	0.8805970149253731	0.4290909090909091	0.4290909090909091	True	human	mouse
human_ocr_0009258	chr3	89337763	89338023	mouse_ocr_0024956	chr3	89337466	89338255	260	1.0	0.32953105196451205	0.32953105196451205	True	human	mouse
human_ocr_0075366	chr3	89390136	89390308	mouse_ocr_0030498	chr3	89390147	89390492	161	0.936046511627907	0.4666666666666667	0.4666666666666667	True	human	mouse
human_ocr_0073097	chr3	89421493	89421592	mouse_ocr_0014595	chr3	89421393	89421726	99	1.0	0.2972972972972973	0.2972972972972973	True	human	mouse
human_ocr_0019995	chr3	89960408	89960540	mouse_ocr_0007603	chr3	89960374	89960920	132	1.0	0.24175824175824176	0.24175824175824176	True	human	mouse
human_ocr_0009930	chr3	90220864	90221049	mouse_ocr_0012139	chr3	90220594	90221106	185	1.0	0.361328125	0.361328125	True	human	mouse
human_ocr_0006053	chr3	90254322	90254598	mouse_ocr_0000222	chr3	90253975	90255300	276	1.0	0.20830188679245282	0.20830188679245282	True	human	mouse
human_ocr_0005816	chr3	90490764	90491030	mouse_ocr_0000233	chr3	90490541	90491270	266	1.0	0.36488340192043894	0.36488340192043894	True	human	mouse
human_ocr_0010567	chr3	94783403	94783543	mouse_ocr_0024823	chr3	94783415	94783907	128	0.9142857142857143	0.2601626016260163	0.2601626016260163	True	human	mouse
human_ocr_0010567	chr3	94783628	94783888	mouse_ocr_0024823	chr3	94783415	94783907	260	1.0	0.5284552845528455	0.5284552845528455	True	human	mouse
human_ocr_0008729	chr3	95111057	95111239	mouse_ocr_0018572	chr3	95110727	95111618	182	1.0	0.20426487093153758	0.20426487093153758	True	human	mouse
human_ocr_0033077	chr3	95263584	95263784	mouse_ocr_0029791	chr3	95263312	95263963	200	1.0	0.30721966205837176	0.30721966205837176	True	human	mouse
human_ocr_0003259	chr3	95754872	95755065	mouse_ocr_0005231	chr3	95754607	95755150	193	1.0	0.35543278084714547	0.35543278084714547	True	human	mouse
human_ocr_0003476	chr3	95929016	95929259	mouse_ocr_0000722	chr3	95928929	95929745	243	1.0	0.2977941176470588	0.2977941176470588	True	human	mouse
human_ocr_0003763	chr3	96196953	96197285	mouse_ocr_0014303	chr3	96196983	96197793	302	0.9096385542168675	0.3728395061728395	0.3728395061728395	True	human	mouse
human_ocr_0011242	chr3	96269748	96270134	mouse_ocr_0017732	chr3	96269212	96270390	386	1.0	0.32767402376910015	0.32767402376910015	True	human	mouse
human_ocr_0030295	chr3	96269748	96270134	mouse_ocr_0017732	chr3	96269212	96270390	386	1.0	0.32767402376910015	0.32767402376910015	True	human	mouse
human_ocr_0024522	chr3	96501442	96501523	mouse_ocr_0035223	chr3	96501432	96501657	81	1.0	0.36	0.36	True	human	mouse
human_ocr_0057682	chr3	96571888	96571969	mouse_ocr_0041603	chr3	96571798	96572139	81	1.0	0.2375366568914956	0.2375366568914956	True	human	mouse
human_ocr_0011767	chr3	96576527	96576715	mouse_ocr_0024542	chr3	96576216	96577038	188	1.0	0.22871046228710462	0.22871046228710462	True	human	mouse
human_ocr_0011767	chr3	96576800	96576968	mouse_ocr_0024542	chr3	96576216	96577038	168	1.0	0.20437956204379562	0.20437956204379562	True	human	mouse
human_ocr_0005244	chr3	96601049	96601533	mouse_ocr_0011850	chr3	96600765	96601584	484	1.0	0.590964590964591	0.590964590964591	True	human	mouse
human_ocr_0072202	chr3	96684384	96684928	mouse_ocr_0042192	chr3	96684261	96685037	544	1.0	0.7010309278350515	0.7010309278350515	True	human	mouse
human_ocr_0068031	chr3	100472912	100473441	mouse_ocr_0034418	chr3	100472992	100473673	449	0.8487712665406427	0.6593245227606461	0.6593245227606461	True	human	mouse
human_ocr_0046229	chr3	100495547	100495885	mouse_ocr_0021507	chr3	100494929	100496238	338	1.0	0.2582123758594347	0.2582123758594347	True	human	mouse
human_ocr_0036997	chr3	101500460	101500590	mouse_ocr_0036356	chr3	101500364	101500718	130	1.0	0.3672316384180791	0.3672316384180791	True	human	mouse
human_ocr_0021339	chr3	101506341	101506552	mouse_ocr_0011417	chr3	101506114	101506925	211	1.0	0.2601726263871763	0.2601726263871763	True	human	mouse
human_ocr_0000951	chr3	103914465	103915073	mouse_ocr_0000022	chr3	103913812	103915254	608	1.0	0.42163661581137307	0.42163661581137307	True	human	mouse
human_ocr_0047718	chr3	104219161	104219294	mouse_ocr_0025205	chr3	104218897	104219325	133	1.0	0.3107476635514019	0.3107476635514019	True	human	mouse
human_ocr_0071736	chr3	104289407	104289595	mouse_ocr_0017882	chr3	104289023	104289651	188	1.0	0.29936305732484075	0.29936305732484075	True	human	mouse
human_ocr_0070907	chr3	104424375	104424767	mouse_ocr_0010305	chr3	104424318	104425259	392	1.0	0.4165781083953241	0.4165781083953241	True	human	mouse
human_ocr_0025585	chr3	105521364	105521569	mouse_ocr_0009718	chr3	105521069	105521804	205	1.0	0.2789115646258503	0.2789115646258503	True	human	mouse
human_ocr_0002805	chr3	105687107	105687417	mouse_ocr_0005428	chr3	105686901	105688130	310	1.0	0.25223759153783565	0.25223759153783565	True	human	mouse
human_ocr_0029482	chr3	107472434	107472530	mouse_ocr_0037335	chr3	107472238	107472538	96	1.0	0.32	0.32	True	human	mouse
human_ocr_0083454	chr3	107483487	107483666	mouse_ocr_0020442	chr3	107483194	107483672	179	1.0	0.37447698744769875	0.37447698744769875	True	human	mouse
human_ocr_0040567	chr3	107613215	107613482	mouse_ocr_0031740	chr3	107612994	107613458	243	0.9101123595505618	0.5237068965517241	0.5237068965517241	True	human	mouse
human_ocr_0015872	chr3	108148058	108148121	mouse_ocr_0017018	chr3	108147947	108148230	63	1.0	0.2226148409893993	0.2226148409893993	True	human	mouse
human_ocr_0007167	chr3	108401923	108402124	mouse_ocr_0001220	chr3	108401525	108402490	201	1.0	0.20829015544041452	0.20829015544041452	True	human	mouse
human_ocr_0017025	chr3	108444161	108444252	mouse_ocr_0031733	chr3	108444062	108444337	91	1.0	0.33090909090909093	0.33090909090909093	True	human	mouse
human_ocr_0015912	chr3	108537518	108537584	mouse_ocr_0023831	chr3	108537328	108537648	66	1.0	0.20625	0.20625	True	human	mouse
human_ocr_0034740	chr3	108563435	108563497	mouse_ocr_0035113	chr3	108563369	108563675	62	1.0	0.20261437908496732	0.20261437908496732	True	human	mouse
human_ocr_0034740	chr3	108563505	108563567	mouse_ocr_0035113	chr3	108563369	108563675	62	1.0	0.20261437908496732	0.20261437908496732	True	human	mouse
human_ocr_0004468	chr3	110249818	110250620	mouse_ocr_0006781	chr3	110249847	110251424	773	0.9638403990024937	0.4901712111604312	0.4901712111604312	True	human	mouse
human_ocr_0022326	chr3	115712869	115712945	mouse_ocr_0044406	chr3	115712818	115713101	76	1.0	0.26855123674911663	0.26855123674911663	True	human	mouse
human_ocr_0005136	chr3	115888417	115888680	mouse_ocr_0009781	chr3	115887696	115888698	263	1.0	0.2624750499001996	0.2624750499001996	True	human	mouse
human_ocr_0067152	chr3	121104934	121104993	mouse_ocr_0032817	chr3	121104897	121105182	59	1.0	0.20701754385964913	0.20701754385964913	True	human	mouse
human_ocr_0067152	chr3	121104993	121105053	mouse_ocr_0032817	chr3	121104897	121105182	60	1.0	0.21052631578947367	0.21052631578947367	True	human	mouse
human_ocr_0064134	chr3	122295654	122295705	mouse_ocr_0037944	chr3	122295565	122295794	51	1.0	0.22270742358078602	0.22270742358078602	True	human	mouse
human_ocr_0031218	chr3	122538928	122539038	mouse_ocr_0037710	chr3	122538889	122539211	110	1.0	0.3416149068322981	0.3416149068322981	True	human	mouse
human_ocr_0039351	chr3	122538928	122539038	mouse_ocr_0037710	chr3	122538889	122539211	110	1.0	0.3416149068322981	0.3416149068322981	True	human	mouse
human_ocr_0031218	chr3	122539038	122539264	mouse_ocr_0037710	chr3	122538889	122539211	173	0.7654867256637168	0.5372670807453416	0.5372670807453416	True	human	mouse
human_ocr_0039351	chr3	122539038	122539264	mouse_ocr_0037710	chr3	122538889	122539211	173	0.7654867256637168	0.5372670807453416	0.5372670807453416	True	human	mouse
human_ocr_0041113	chr3	127162013	127162237	mouse_ocr_0033746	chr3	127161915	127162756	224	1.0	0.26634958382877527	0.26634958382877527	True	human	mouse
human_ocr_0041113	chr3	127162405	127162600	mouse_ocr_0033746	chr3	127161915	127162756	195	1.0	0.2318668252080856	0.2318668252080856	True	human	mouse
human_ocr_0049880	chr3	127633717	127634212	mouse_ocr_0018319	chr3	127633143	127634898	495	1.0	0.28205128205128205	0.28205128205128205	True	human	mouse
human_ocr_0049651	chr3	129536313	129536485	mouse_ocr_0013616	chr3	129536184	129536577	172	1.0	0.43765903307888043	0.43765903307888043	True	human	mouse
human_ocr_0030923	chr3	133876548	133876673	mouse_ocr_0035159	chr3	133876370	133876898	125	1.0	0.23674242424242425	0.23674242424242425	True	human	mouse
human_ocr_0030318	chr3	134146625	134146756	mouse_ocr_0011279	chr3	134146469	134147107	131	1.0	0.20532915360501566	0.20532915360501566	True	human	mouse
human_ocr_0057101	chr3	134302689	134303310	mouse_ocr_0032425	chr3	134302673	134303006	317	0.5104669887278583	0.9519519519519519	0.5104669887278583	True	human	mouse
human_ocr_0054247	chr3	135594201	135594383	mouse_ocr_0025159	chr3	135593894	135594625	182	1.0	0.24897400820793433	0.24897400820793433	True	human	mouse
human_ocr_0034803	chr3	136610253	136610510	mouse_ocr_0024163	chr3	136610118	136610845	257	1.0	0.3535075653370014	0.3535075653370014	True	human	mouse
human_ocr_0004101	chr3	137864395	137864726	mouse_ocr_0009520	chr3	137863895	137864843	331	1.0	0.3491561181434599	0.3491561181434599	True	human	mouse
human_ocr_0018193	chr3	137865563	137865673	mouse_ocr_0009728	chr3	137865533	137865878	110	1.0	0.3188405797101449	0.3188405797101449	True	human	mouse
